ein,organization_name,dba_name,entity_type, total_participants ,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_num,web site domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP ,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,Preisent & CEO,email domain
223548930,JOINT BOT USW LOCAL 10-00086 MERCK EMPLOYEES HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"2,105",1,601 DRESHER RD,SUITE 201,HORSHAM,PA,19044,2157730900,,,,,,,,,,,,,,
237091121,IBEW LOCAL UNION 347 & IOWA CHAPTER OF NECA BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,098",1,2156 WEST 2200 SOUTH,,SALT LAKE CITY,UT,84119,8443474239,,,,,,,,,,,,,,
942778785,LINEAR TECHNOLOGY LLC,,Taft-Hartley Trust,"2,092",1,1630 MCCARTHY BLVD.,,MILPITAS,CA,95035,4084321900,,,,,,,,,,,,,,
231353340,MILTON HERSHEY SCHOOL,,Taft-Hartley Trust,"2,091",1,PO BOX 830,,HERSHEY,PA,17033,7175202300,,,,,,,,,,,,,,
570381219,"BOARD OF TRUSTEES, WATERFRONT EMPLOYERS -I.L.A. WELFARE PLAN",,Taft-Hartley Trust,"2,088",1,"899 MORRISON DRIVE, PO BOX 21889",,CHARLESTON,SC,29413,8437235561,,,,,,,,,,,,,,
207392576,THE DANA NON-UNION RETIREE COMMITTEE,,Taft-Hartley Trust,"2,084",1,"55 W. MONROE ST., SUITE 1200",,CHICAGO,IL,60603,3126410060,,,,,,,,,,,,,,
274271742,JT.BD.OF TRUST.SO.CALIF. PIPE TRADES PEN & SURVIVING SPOUSE HEALTH FU,,Taft-Hartley Trust,"2,079",1,"501 SHATTO PLACE, 5TH FLOOR",,LOS ANGELES,CA,90020,2133856161,,,,,,,,,,,,,,
111782177,BD OF TRUSTEES BCTGM LOCAL 53 HEALTH BENEFITS FUND,,Taft-Hartley Trust,"2,079",1,"85 ORIENT WAY, 2ND FLOOR",,RUTHERFORD,NJ,70702,2019334365,,,,,,,,,,,,,,
946085740,"BOARD OF TRUSTEES, IBEW LOCAL 595 HEALTH & WELFARE",TRUST,Taft-Hartley Trust,"2,078",1,7180 KOLL CENTER PKWY STE 200,,PLEASANTON,CA,94566,9252089999,,,,,,,,,,,,,,
310561070,"PLUMBERS, PIPE FITTERS AND MECHANICAL EQUIPMENT SERVICE LOCAL",UNION NO 392 HEALTH AND WELFARE PL,Taft-Hartley Trust,"2,077",1,"1228 CENTRAL PARKWAY, ROOM 100",,CINCINNATI,OH,45202,5132410444,,,,,,,,,,,,,,
362688697,LOCAL 705 INTL BROTHERHOOD OF TEAMSTERS HEALTH & WELFARE FUND - TR,,Taft-Hartley Trust,"2,074",1,1645 W JACKSON BLVD 7TH FLOOR,,CHICAGO,IL,60612,3127382811,,,,,,,,,,,,,,
936029224,UNITED METAL TRADES ASSOC. OF OREGON,,Taft-Hartley Trust,"2,072",1,906 NE 19TH AVENUE,,PORTLAND,OR,97232,5032358361,,,,,,,,,,,,,,
133050863,BOARD OF TRUSTEES METRO-ILA FRINGE BENEFIT FUND,,Taft-Hartley Trust,"2,070",1,301 ROUTE 17N,,RUTHERFORD,NJ,7070,2018420202,,,,,,,,,,,,,,
237428852,BOARD OF TRUSTEES OF THE UFCW H&W FUND OF NE PA,,Taft-Hartley Trust,"2,070",1,3031B WALTON ROAD,,PLYMOUTH MEETING,PA,19462,6109419400,,,,,,,,,,,,,,
416051513,TRUSTEES UFCW UNION LOCAL 1189 AND ST. PAUL FOOD EMPLOYERS HEALTH CARE,,Taft-Hartley Trust,"2,064",1,"3001 METRO DRIVE, SUITE 500",,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
237032832,CONNECTICUT CARPENTERS HEALTH FUND,,Taft-Hartley Trust,"2,063",1,10 BROADWAY,,HAMDEN,CT,6518,2032815511,,,,,,,,,,,,,,
362365968,TRUSTEES OF UFCW LOCAL 1546 FOOD HANDLERS WELFARE FUND,,Taft-Hartley Trust,"2,063",1,18861 90TH AVENUE,SUITE A,MOKENA,IL,60448,3126491200,,,,,,,,,,,,,,
741185010,RANDOLPH-BROOKS FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,062",1,ONE IKEA RBFCU PARKWAY,,LIVE OAK,TX,78233,2109453772,,,,,,,,,,,,,,
226082349,BOARD OF TRUSTEES - NORTHERN NEW JERSEY TEAMSTERS BENEFIT PLAN,,Taft-Hartley Trust,"2,062",1,810 BELMONT AVE,,NORTH HALEDON,NJ,75082,9734234565,,,,,,,,,,,,,,
616058688,CONSTRUCTION INDUSTRY HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"2,056",1,"333 WEST VINE STREET, SUITE 500",,LEXINGTON,KY,40507,8889997741,,,,,,,,,,,,,,
916061910,UNITED EMPLOYEES BENEFIT TRUST,,Taft-Hartley Trust,"2,056",1,220 S 27TH STREET,,TACOMA,WA,98402,2534741214,,,,,,,,,,,,,,
201260597,BOARD OF TRUSTEES NBA PLAYERS' HEALTH AND WELFARE BENEFIT,,Taft-Hartley Trust,"2,056",1,C/O ALIGHT SOLUTIONS,"1025 BOULDERS PARKWAY, #405",RICHMOND,VA,23225,8047186092,,,,,,,,,,,,,,
756232408,UFCW LOCAL 1625 AND EMPLOYERS HEALTH & WELFARE,,Taft-Hartley Trust,"2,051",1,2010 NW 150TH ST.,SUITE 100,PEMBROKE PINES,FL,33028,8008425899,,,,,,,,,,,,,,
940362025,THE GOLDEN 1 CREDIT UNION,,Taft-Hartley Trust,"2,050",1,8945 CAL CENTER DRIVE,,SACRAMENTO,CA,95826,9167335615,,,,,,,,,,,,,,
363265979,TRUSTEES OF LIQUOR & ALLIED WORKER UNION LOCAL 3 HEALTH AND WELFARE SA,,Taft-Hartley Trust,"2,046",1,7716 MADISON STREET,,RIVER FOREST,IL,60305,3122434300,,,,,,,,,,,,,,
111774226,"HEALTH & WELFARE PLAN LOCAL 854, IBT PLAN LOCAL 854, IBT",,Taft-Hartley Trust,"2,043",1,50 CHARLES LINDBERGH BLVD,SUITE 207,UNIONDALE,NY,11553,5168339300,,,,,,,,,,,,,,
237283715,"PLUMBERS AND PIPEFITTERS UNION, LOCAL NO. 525 HEALTH AND WELFARE PLAN",,Taft-Hartley Trust,"2,041",1,8311 WEST SUNSET ROAD,,LAS VEGAS,NV,89113,7024152180,,,,,,,,,,,,,,
946081299,SAN MATEO HOTEL EMPLOYEES &,,Taft-Hartley Trust,"2,039",1,"6800 SANTA TERESA BLVD., SUITE 100",,SAN JOSE,CA,95119,4082884420,,,,,,,,,,,,,,
463584674,"DRAFTKINGS, INC.",,Taft-Hartley Trust,"2,034",1,222 BERKELEY STREET,,BOSTON,MA,2116,7812671723,,,,,,,,,,,,,,
741277697,SECURITY SERVICE FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,032",1,16211 LA CANTERA PARKWAY,,SAN ANTONIO,TX,78256,2104764157,,,,,,,,,,,,,,
416023463,BOARD OF TRUSTEES OF TWIN CITY IRONWORKERS HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"2,031",1,"3001 METRO DRIVE, SUITE 500",,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
382073681,"BOARD OF TRUSTEES, DETROIT & VICINITY TROWEL TRADES H & W FUND",,Taft-Hartley Trust,"2,025",1,"700 TOWER DRIVE, SUITE 220",,TROY,MI,48098,2488286000,,,,,,,,,,,,,,
521059733,PLUMBERS AND STEAMFITTERS LOCAL 486 MEDICAL FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,017",1,911 RIDGEBROOK ROAD,SUITE S,SPARKS,MD,21152,4106836500,,,,,,,,,,,,,,
610655187,TRUSTEES OF PLUMBERS & PIPEFITTERS LOCAL 502 HEALTH & WELFARE FUND TRU,,Taft-Hartley Trust,"2,015",1,700 TOWER DRIVE,,TROY,MI,48098,2488139800,,,,,,,,,,,,,,
746063911,PIPE FITTERS LOCAL #211 WELFARE TRUST FUND,,Taft-Hartley Trust,"2,010",1,P.O. BOX 721708,,HOUSTON,TX,77272,7132191200,,,,,,,,,,,,,,
366219639,TRUSTEES OF FOX VALLEY LABORERS HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,009",1,"2371 BOWES ROAD, STE 500",,ELGIN,IL,60123,8477420900,,,,,,,,,,,,,,
391762582,BOARD OF TRUSTEES OF THE WISCONSIN HEALTH FUND,,Taft-Hartley Trust,"2,003",1,6200 WEST BLUEMOUND ROAD,,MILWAUKEE,WI,53213,4147715600,,,,,,,,,,,,,,
850863286,"LINEAGE FOODSERVICE SOLUTIONS, LLC",,Taft-Hartley Trust,"2,001",1,101 BROOME CORPORATE PARKWAY,,CONKLIN,NY,13748,6077791200,,,,,,,,,,,,,,
112409162,LOCAL 522 WELFARE FUND OF NEW YORK AND NEW JERSEY,,Taft-Hartley Trust,"1,996",1,C/O UNITED TEAMSTER FUND,2137 UTICA AVE.,BROOKLYN,NY,11234,7188592326,,,,,,,,,,,,,,
42145367,MASSACHUSETTS BRICKLAYERS & MASONS HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,996",1,645 MORRISSEY BOULEVARD,,BOSTON,MA,21223,6174365500,,,,,,,,,,,,,,
237165969,SHEET METAL WORKERS LOCAL NO. 80 INSURANCE TRUST FUND,,Taft-Hartley Trust,"1,983",1,700 TOWER DRIVE,,TROY,MI,48098,2488139800,,,,,,,,,,,,,,
870496328,IBEW WESTERN UTILITIES HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"1,974",1,7180 KOLL CENTER PKWY # 200,,PLEASANTON,CA,94566,9252089999,,,,,,,,,,,,,,
380679801,"INTERNATIONAL UNION,UAW",,Taft-Hartley Trust,"1,968",1,8000 E JEFFERSON AVENUE,,DETROIT,MI,48214,3139265431,,,,,,,,,,,,,,
221764453,"BOARD OF TRUSTEES, NEW JERSEY BLDG STATEWIDE WELFARE FD",,Taft-Hartley Trust,"1,964",1,3218 KENNEDY BLVD.,SUITE B-401,JERSEY CITY,NJ,73063,2019630633,,,,,,,,,,,,,,
371117215,BOARD OF TRUSTEES OF CENTRAL ILLINOIS CARPENTERS HEALTH AND WELFARE FU,,Taft-Hartley Trust,"1,959",1,200 S MADIGAN DRIVE,,LINCOLN,IL,62656,2177321919,,,,,,,,,,,,,,
386847980,AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS,,Taft-Hartley Trust,"1,959",1,"815 16TH STREET, NW",,WASHINGTON,DC,20006,2026375199,,,,,,,,,,,,,,
16231970,"BOARD OF TRUSTEES, MEDICAL EXPENSE REIMBURSEMENT",PLAN OF THE BURBANK EMPLOYEES,Taft-Hartley Trust,"1,945",1,1200 WILSHIRE BLVD FL 5,,LOS ANGELES,CA,90017,5624635000,,,,,,,,,,,,,,
720450650,PLUMBERS & STEAMFITTERS LOCAL 60 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,942",1,3515 I-10 SERVICE ROAD,,METAIRIE,LA,70002,5048853064,,,,,,,,,,,,,,
362356062,TRUSTEES OF THE SMART LOCAL 265 WELFARE FUND,,Taft-Hartley Trust,"1,936",1,205 ALEXANDRA WAY,,CAROL STREAM,IL,60188,6306687260,,,,,,,,,,,,,,
10757287,UFCW - HAWAII FOOD EMPLOYERS,HEALTH AND WELFARE TRUST FUND,Taft-Hartley Trust,"1,935",1,200 N VINEYARD BLVD STE 100,,HONOLULU,HI,96817,8088417575,,,,,,,,,,,,,,
222004832,TRUSTEES OF TEAMSTERS LOCAL 97 BENEFITS FUND,,Taft-Hartley Trust,"1,934",1,"136 CENTRAL AVENUE, 1ST FLOOR",,CLARK,NJ,7066,9088100022,,,,,,,,,,,,,,
916037488,I.B.E.W. LOCAL 191 HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"1,931",1,18300 CASCADE AVE S STE 141,,TUKWILA,WA,98188,2065085882,,,,,,,,,,,,,,
204871642,NORTHERN ILLINOIS WELFARE FUND,,Taft-Hartley Trust,"1,923",1,6815 WEAVER ROAD,SUITE 200,ROCKFORD,IL,61114,8153125760,,,,,,,,,,,,,,
376058345,THE BOARD OF TRUSTEES OF CENTRAL LABORERS' WELFARE FUND,,Taft-Hartley Trust,"1,915",1,P.O. BOX 1267,,JACKSONVILLE,IL,62651,2172438521,,,,,,,,,,,,,,
590291451,SUNCOAST CREDIT UNION,,Taft-Hartley Trust,"1,915",1,P.O. BOX 11904,,TAMPA,FL,33680,8009995887,,,,,,,,,,,,,,
510243781,TRUSTEES OF LOCAL 295 IBT EMPLOYER GROUP WELFARE FD,,Taft-Hartley Trust,"1,908",1,"60 BROAD STREET, 37TH FLOOR",,NEW YORK,NY,10004,2123084200,,,,,,,,,,,,,,
910611843,"BOARD OF TRUSTEES-NW PLUMBING AND PIPEFITTING IND H, W & V",,Taft-Hartley Trust,"1,906",1,P O BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
237017526,KENTUCKY LABORERS DISTRICT COUNCIL HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,905",1,1996 BY-PASS SOUTH,,LAWRENCEBURG,KY,40342,5028398166,,,,,,,,,,,,,,
550422384,EMPLOYER-TEAMSTERS LOCAL NOS. 175 & 505 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,902",1,6810 MACCORKLE AVE SE,,CHARLESTON,WV,25304,3045250331,,,,,,,,,,,,,,
916034674,BOARD OF TRUSTEES- ALASKA TEAMSTERS EMPLOYER WELFARE PLAN,,Taft-Hartley Trust,"1,894",1,"520 E. 34TH AVENUE, SUITE 107",,ANCHORAGE,AK,99503,9075658300,,,,,,,,,,,,,,
822616834,UFCW COMPREHENSIVE BENEFITS TRUST,,Taft-Hartley Trust,"1,885",1,"1000 BURNETT AVE, SUITE 110",,CONCORD,CA,94520,9257467530,,,,,,,,,,,,,,
942900060,DEPUTY SHERIFFS ASSOC OF STANISLAUS CNTY,,Taft-Hartley Trust,"1,869",1,1016 13TH STREET,,MODESTO,CA,95354,2095740465,,,,,,,,,,,,,,
741621269,BOARD OF TRUSTEES OF THE ELECTRICAL MEDICAL TRUST,,Taft-Hartley Trust,"1,865",1,"8441 GULF FREEWAY,",SUITE 304,HOUSTON,TX,77017,7136439300,,,,,,,,,,,,,,
846049226,TRUSTEES - COLORADO LABORERS' HEALTH & WELFARE TRUST FUND FOR CO,,Taft-Hartley Trust,"1,863",1,"2821 SOUTH PARKER RD, SUITE 215",,AURORA,CO,80014,3037450147,,,,,,,,,,,,,,
226211042,REF. A/C & SER. DIV. (UA-NJ) WELFARE FUND,,Taft-Hartley Trust,"1,858",1,"C/O IE SHAFFER CO., PO BOX 1028",830 BEAR TAVERN RD.,WEST TRENTON,NJ,86280,6098836688,,,,,,,,,,,,,,
440651452,PIPE FITTERS LOCAL NO. 533 HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"1,855",1,"3100 BROADWAY, SUITE 805",SUITE 400,KANSAS CITY,MO,64111,8167563313,,,,,,,,,,,,,,
41446700,HOLLINGSWORTH AND VOSE,,Taft-Hartley Trust,"1,852",1,112 WASHINGTON STREET,,EAST WALPOLE,MA,2032,5088502281,,,,,,,,,,,,,,
300088171,BOARD OF TRUSTEES NORTH CENTRAL ILLINOIS LABORERS HEALTH & WELFARE PLA,,Taft-Hartley Trust,"1,851",1,"4208 W PARTRIDGE WAY, UNIT #3",,PEORIA,IL,61615,3096920860,,,,,,,,,,,,,,
250907050,UTILITY WORKER'S UNION OF AMERICA 102,,Taft-Hartley Trust,"1,848",1,528 BEAZELL ROAD,SUITE 208,BELLE VERNON,PA,15012,7243790138,,,,,,,,,,,,,,
132696410,MEDITERRANEAN SHIPPPING COMPANY (USA) INC.,,Taft-Hartley Trust,"1,845",1,420 FIFTH AVE,,NEW YORK,NY,10018,2127644800,,,,,,,,,,,,,,
132643045,BOARD OF TRUSTEES AGMA HEALTH FUND,,Taft-Hartley Trust,"1,843",1,"1430 BROADWAY, SUITE 1203",,NEW YORK,NY,10018,2127653664,,,,,,,,,,,,,,
240795682,MOUNT NITTANY MEDICAL CENTER,,Taft-Hartley Trust,"1,842",1,1800 EAST PARK AVENUE,,STATE COLLEGE,PA,16803,8142317089,,,,,,,,,,,,,,
953248029,BOARD OF TRUSTEES SO CA SOFT DRINK INDUSTRY AND TEAMSTERS HEALTH & WEL,,Taft-Hartley Trust,"1,840",1,1050 LAKES DRIVE #120,,WEST COVINA,CA,91780,6266461090,,,,,,,,,,,,,,
946182984,HAWAII HEALTH AND WELFARE TRUST FUND FOR OPERATING ENGINEERS,,Taft-Hartley Trust,"1,840",1,1600 HARBOR BAY PKWY,,ALAMEDA,CA,94502,5106718818,,,,,,,,,,,,,,
834232289,TEAMSTERS LOCAL 2727 RETIREE MEDICAL BENEFITS TRUST,,Taft-Hartley Trust,"1,840",1,2550 W. UNION HILLS DRIVE,SUITE 290,PHOENIX,AZ,85027,6023475175,,,,,,,,,,,,,,
251417264,EMPLOYER TEAMSTERS LOCAL 205 WELFARE FUND,,Taft-Hartley Trust,"1,839",1,1184 LONG RUN RD,,WHITE OAK,PA,15131,4127517988,,,,,,,,,,,,,,
930864012,BD. OF TR. - IBU OF THE PACIFIC NATL HEALTH BENEFIT TRUST,BENEFIT TRUST,Taft-Hartley Trust,"1,839",1,"1200 WESTLAKE AVENUE N, SUITE 1006",,SEATTLE,WA,98109,5032240048,,,,,,,,,,,,,,
136198844,BOARD OF TRUSTEES LOCAL 802,MUSICIANS HEALTH FUND,Taft-Hartley Trust,"1,836",1,322 WEST 48TH STREET,,NEW YORK,NY,10036,2122454802,,,,,,,,,,,,,,
340875691,TRINITY MEDICAL CENTER WEST,,Taft-Hartley Trust,"1,834",1,4000 JOHNSON RD,,STEUBENVILLE,OH,43952,7402648000,,,,,,,,,,,,,,
953827935,AFSCME LOCAL 2076,,Taft-Hartley Trust,"1,834",1,520 N BROOKHURST ST STE 229,,ANAHEIM,CA,92801,9099890788,,,,,,,,,,,,,,
226084338,RETAIL CLERKS UFCW LOCAL 1245,,Taft-Hartley Trust,"1,832",1,"48 STILES LANE, SUITE 204",,PINE BROOK,NJ,7058,9738822900,,,,,,,,,,,,,,
340714771,THE UNION HOSPITAL ASSOCIATION,,Taft-Hartley Trust,"1,827",1,659 BOULEVARD STREET,,DOVER,OH,44622,3306020761,,,,,,,,,,,,,,
136783346,UNITED FEDERATION OF TEACHERS HEALTH CARE CHAPTER BENEFIT FUND,,Taft-Hartley Trust,"1,826",1,52 BROADWAY,,NEW YORK,NY,10004,2129825547,,,,,,,,,,,,,,
231599740,IRON WORKERS DIST. COUNCIL PHILA. & VIC. WELFARE PLAN BOARD OF TRUSTEE,,Taft-Hartley Trust,"1,825",1,2 INTERNATIONAL PLAZA,SUITE 120,PHILADELPHIA,PA,19113,2155370900,,,,,,,,,,,,,,
111628170,BOARD OF TRUSTEES IUOE LOCAL 138 WELFARE FUND,,Taft-Hartley Trust,"1,823",1,"P.O. BOX 206, 137 GAZZA BLVD.",,FARMINGDALE,NY,11735,6316942480,,,,,,,,,,,,,,
150533577,SAMARITAN MEDICAL CENTER,,Taft-Hartley Trust,"1,818",1,830 WASHINGTON STREET,,WATERTOWN,NY,13601,3157854000,,,,,,,,,,,,,,
936021474,MONTANA TEAMSTERS - CONTRACTORS / EMPLOYERS BOARD OF TRUSTEES,,Taft-Hartley Trust,"1,815",1,2323 EASTLAKE AVE. E,,SEATTLE,WA,98102,2063294900,,,,,,,,,,,,,,
141442159,IBEW LOCAL NO. 236 HEALTH AND BENEFIT FU,,Taft-Hartley Trust,"1,810",1,3000 TROY SCHENECTADY RD.,,SCHENECTADY,NY,12309,5187825499,,,,,,,,,,,,,,
237099221,TRUSTEES,,Taft-Hartley Trust,"1,802",1,"13801 RIVERPORT LAKES WEST, SUITE 1",,MARYLAND HEIGHTS,MO,63043,3146472453,,,,,,,,,,,,,,
416027254,TWIN CITIES BAKERY DRIVERS HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,801",1,2919 EAGANDALE BLVD SUITE 120,,EAGAN,MN,55121,6516867705,,,,,,,,,,,,,,
530190932,THE BOARD OF TRUSTEES PLUMBERS & PIPEFITTERS MEDICAL FUND,,Taft-Hartley Trust,"1,800",1,"7130 COLUMBIA GATEWAY DRIVE, STE A",,COLUMBIA,MD,21046,4108729500,,,,,,,,,,,,,,
320674647,"BOARD OF TRUSTEES, OREGON ESSENTIAL WORKFORCE",HEALTH CARE FUND,Taft-Hartley Trust,"1,798",1,525 NE OREGON ST,,PORTLAND,OR,97232,8333890027,,,,,,,,,,,,,,
946138741,I.A.T.S.E. LOCAL 16 WELFARE TRUST FUND,,Taft-Hartley Trust,"1,798",1,7180 KOLL CENTER PARKWAY,SUITE 200,PLEASANTON,CA,94566,9252089999,,,,,,,,,,,,,,
160806902,TRUSTEES OF BUFFALO LABORERS' WELFARE FUND,,Taft-Hartley Trust,"1,795",1,25 TYROL DR STE 200,,CHEEKTOWAGA,NY,14227,7168948061,,,,,,,,,,,,,,
526038508,"BOARD OF TRUSTEES, OPERATING ENGINEERS TRUST FUND OF WASH DC AND VICIN",,Taft-Hartley Trust,"1,789",1,911 RIDGEBROOK ROAD,,SPARKS,MD,21152,4106837721,,,,,,,,,,,,,,
236280075,PLUMBERS AND PIPEFITTERS LOCAL 520 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"1,788",1,"700 TOWER DRIVE, SUITE 300",,TROY,MI,48098,2488139800,,,,,,,,,,,,,,
916062784,INLAND EMPIRE ELECTRICAL WORKERS HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"1,778",1,1322 NORTH POST,,SPOKANE,WA,99201,5095340600,,,,,,,,,,,,,,
221461069,TRUCKING EMPLOYEES OF NORTH JERSEY WELFARE FUND,,Taft-Hartley Trust,"1,763",1,707 SUMMIT AVE,,UNION CITY,NJ,7087,2018673553,,,,,,,,,,,,,,
386829766,"TMT BAC LOCAL UNION 7 WELFARE FUND C/O DANIEL H. COOK ASSOCIATES, IN",,Taft-Hartley Trust,"1,761",1,253 WEST 35TH STREET 12TH FL.,,NEW YORK,NY,10001,2125055050,,,,,,,,,,,,,,
952704662,WESCO AIRCRAFT HARDWARE CORPORATION,INCORA,Taft-Hartley Trust,"1,750",1,24911 AVENUE STANFORD,SUITE 400,VALENCIA,CA,91355,6618025047,,,,,,,,,,,,,,
237062675,FIRST TECH FEDERAL CREDIT UNION,,Taft-Hartley Trust,"1,747",1,PO BOX 2100,,BEAVERTON,OR,97075,8772334766,,,,,,,,,,,,,,
260181078,IBEW LOCAL 400 SUPPLEMENTAL BENEFIT FUND,,Taft-Hartley Trust,"1,742",1,C/O IE SHAFFER 830 BEAR TAVERN ROAD,,WEST TRENTON,NJ,86280,8007923666,,,,,,,,,,,,,,
860765362,ARIZONA LOCAL GOVERNMENT EMPLOYEE BENEFITS TRUST,,Taft-Hartley Trust,"1,732",1,1115 N STOCKTON HILL RD STE 101,,KINGMAN,AZ,86401,9287534700,,,,,,,,,,,,,,
526037528,CONSTRUCTION WORKERS' TRUST FUND BOARD OF DIRECTORS,,Taft-Hartley Trust,"1,726",1,7130 COLUMBIA GATEWAY DRIVE,SUITE A,COLUMBIA,MD,21046,4108729500,,,,,,,,,,,,,,
990241640,OUTRIGGER HOTELS HAWAII,,Taft-Hartley Trust,"1,715",1,2375 KUHIO AVENUE,,HONOLULU,HI,96815,8089216965,,,,,,,,,,,,,,
416175286,TRUSTEES OF NORTHERN MN-WI RETAIL FOOD HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,713",1,"2002 LONDON ROAD, ROOM 300",,DULUTH,MN,55812,2187284231,,,,,,,,,,,,,,
341084436,UNION HOME MORTGAGE CORP.,,Taft-Hartley Trust,"1,711",1,8241 DOW CIRCLE WEST,,STRONGSVILLE,OH,44136,4402344300,,,,,,,,,,,,,,
753005127,JAZZ SEMICONDUCTOR,,Taft-Hartley Trust,"1,711",1,4321 JAMBOREE ROAD,M/S H01 110,NEWPORT BEACH,CA,92660,9494358327,,,,,,,,,,,,,,
941285319,BOARD OF TRUSTEES OF U.A. LOCAL 38 TRUST FUNDS,,Taft-Hartley Trust,"1,709",1,1625 MARKET STREET,,SAN FRANCISCO,CA,94103,4156262000,,,,,,,,,,,,,,
916068602,INLAND EMPIRE TEAMSTER TRUST BOARD OF TRUSTEES,,Taft-Hartley Trust,"1,705",1,PO BOX 5433,,SPOKANE,WA,99205,5095340600,,,,,,,,,,,,,,
946082955,BOARD OF TRUSTEES -PIPE TRADES DISTRICT COUNCIL 36 HEALTH AND WELFARE,HEALTH AND WELFARE TRUST FUND,Taft-Hartley Trust,"1,699",1,"1600 HARBOR BAY PKWY, STE 200",,ALAMEDA,CA,94502,4155467800,,,,,,,,,,,,,,
476377585,UAW RETIREES OF DAIMLER TRUCKS NORTH AMERICA WELFARE BENEFIT TRUST,,Taft-Hartley Trust,"1,696",1,1423 EAST TWELVE MILE ROAD,SUITE 1200,MADISON HEIGHTS,MI,48071,2486580800,,,,,,,,,,,,,,
940355780,BLUE DIAMOND GROWERS,,Taft-Hartley Trust,"1,693",1,1802 C STREET,,SACRAMENTO,CA,95811,9164468407,,,,,,,,,,,,,,
550621800,CARPENTERS HEALTH FUND OF WEST VIRGINIA,,Taft-Hartley Trust,"1,686",1,3150 US ROUTE 60,,ONA,WV,25545,3045250331,,,,,,,,,,,,,,
911350182,"BOARD OF TRUSTEES, WA & ID OP ENG & EMPLYRS H&W PLAN",,Taft-Hartley Trust,"1,684",1,PO BOX 3386,,SPOKANE,WA,99220,5096245365,,,,,,,,,,,,,,
221644608,BOARD OF TRUSTEES OF I.B. OF T. WELFARE FUND - 945,,Taft-Hartley Trust,"1,682",1,585 HAMBURG TURNPIKE,,WAYNE,NJ,7470,9739429463,,,,,,,,,,,,,,
250994888,BD OF TRUSTEES SHEET METAL WORKERS LOCAL NO. 12 WELFARE FUND,,Taft-Hartley Trust,"1,682",1,5 HOT METAL STREET,,PITTSBURGH,PA,15203,4124321142,,,,,,,,,,,,,,
231700500,BUILDING TRADES HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"1,681",1,"1718 HEILMANDALE ROAD, SUITE 400",,LEBANON,PA,17046,7172733800,,,,,,,,,,,,,,
42104847,WILLIAMS COLLEGE,,Taft-Hartley Trust,"1,679",1,100 SPRING ST,,WILLIAMSTOWN,MA,12673,4135974421,,,,,,,,,,,,,,
20758876,"BOARD OF TRUSTEES, NHL PLAYERS' HEALTH AND BENEFITS FUND",,Taft-Hartley Trust,"1,671",1,60 BOULEVARD OF THE ALLIES,5TH FLOOR,PITTSBURGH,PA,15222,4127137961,,,,,,,,,,,,,,
526048847,WAREHOUSE EMPLOYEES LOCAL NO. 570 TRUST FUND,,Taft-Hartley Trust,"1,661",1,1005 NORTH POINT BLVD. SUITE 726,SUITE 726,BALTIMORE,MD,21224,4102820510,,,,,,,,,,,,,,
50258937,WOMEN & INFANTS HOSPITAL,,Taft-Hartley Trust,"1,659",1,101 DUDLEY STREET,,PROVIDENCE,RI,2905,4012741122,,,,,,,,,,,,,,
210660835,SHORE MEMORIAL HOSPITAL DBA SHORE MEDICAL CENTER,,Taft-Hartley Trust,"1,656",1,100 MEDICAL CENTER WAY,,SOMERS POINT,NJ,8244,6096533421,,,,,,,,,,,,,,
340751987,TRUSTEES OF TRI-COUNTY BUILDING TRADES HEALTH FUND,,Taft-Hartley Trust,"1,645",1,700 TOWER DRIVE,,TROY,MI,48098,2488139800,,,,,,,,,,,,,,
